Data;Godzina;Krajowe zapotrzebowanie na moc;Suma zdolno�ci wytw�rczych jednostek wytw�rczych w KSE;Suma zdolno�ci wytw�rczych JGWa;Suma zdolno�ci wytw�rczych JGFWa;Suma zdolno�ci wytw�rczych JGMa;Suma zdolno�ci wytw�rczych JGPVa;Sumaryczna generacja JG aktywnych: JGWa, JGFWa, JGMa i JGPVa;Sumaryczna generacja JGWa;Sumaryczna generacja JGFWa;Sumaryczna generacja JGMa;Sumaryczna generacja JGPVa;Sumaryczna generacja jednostek wytw�rczych nieuczestnicz�cych aktywnie w Rynku Bilansuj�cym;Generacja �r�de� wiatrowych;Generacja �r�de� fotowoltaicznych;Sumaryczna moc �adowania JGMa;Krajowe saldo wymiany mi�dzysystemowej r�wnoleg�ej;Krajowe saldo wymiany mi�dzysystemowej nier�wnoleg�ej;Rezerwa mocy ponad zapotrzebowanie;Rezerwa mocy poni�ej zapotrzebowania;Suma mocy z wykorzystanych Ofert Redukcji Obci��enia JGOa
2024-04-09;1;16003;28181;21194;-;0;-;8865;8865;-;0;-;6987;3800;0;71,00;-950;980;4338;-2057;0
2024-04-09;2;15691;27978;21207;-;0;-;8945;8945;-;0;-;6771;3623;0;43,00;-950;980;4475;-1920;0
2024-04-09;3;15449;27708;21219;-;0;-;8949;8949;-;0;-;6489;3341;0;11,00;-950;980;4478;-1917;0
2024-04-09;4;15586;27402;21228;-;0;-;9331;9331;-;0;-;6174;3021;0;53,00;-950;980;3993;-2407;0
2024-04-09;5;16077;27010;21182;-;0;-;9799;9799;-;0;-;5828;2637;0;200,00;-403;980;3509;-2891;0
2024-04-09;6;16796;26745;21167;-;0;-;9937;9937;-;0;-;5578;2385;0;150,00;564;980;3543;-2857;0
2024-04-09;7;19166;27792;21167;-;905;-;11863;11685;-;178;-;5720;2160;297;0,00;637;867;1603;-4797;0
2024-04-09;8;20796;29145;20933;-;1027;-;12523;12052;-;471;-;7185;1826;2063;0,00;370;640;1227;-5163;0
2024-04-09;9;21177;31568;21318;-;992;-;11540;11254;-;286;-;9258;1483;4484;0,00;-432;495;1982;-4303;0
2024-04-09;10;21084;32126;20860;-;482;-;9754;9676;-;79;-;10784;887;6657;0,00;771;-268;3263;-2792;0
2024-04-09;11;20420;32957;20755;-;34;-;8440;8440;-;0;-;12168;732;8332;108,00;745;-615;4652;-1223;0
2024-04-09;12;20043;34520;20745;-;0;-;7261;7261;-;0;-;13775;900;9855;472,00;464;-811;5192;-385;0
2024-04-09;13;20020;34815;20815;-;0;-;7187;7187;-;0;-;14000;1096;9969;707,00;589;-937;5232;-448;0
2024-04-09;14;19828;35094;20805;-;0;-;7184;7184;-;0;-;14289;1405;9986;911,00;348;-699;5496;-174;0
2024-04-09;15;19617;34757;20741;-;0;-;7166;7166;-;0;-;14016;1897;9215;909,00;448;-770;5404;-256;0
2024-04-09;16;19831;33259;20696;-;68;-;7971;7971;-;0;-;12495;2224;7358;615,00;504;-573;4236;-1419;0
2024-04-09;17;20063;32371;20616;-;541;-;9116;9116;-;0;-;11214;2429;5730;268,00;-272;277;3440;-1661;0
2024-04-09;18;20486;30929;21100;-;974;-;10857;10658;-;199;-;8855;2664;3027;0,00;-197;887;2335;-3041;0
2024-04-09;19;21321;29077;21069;-;1013;-;12385;11835;-;550;-;6995;2875;851;0,00;1209;692;1859;-3817;0
2024-04-09;20;22120;28666;20948;-;1030;-;13599;12616;-;983;-;6688;3376;23;0,00;1353;592;1522;-4316;0
2024-04-09;21;22160;29235;20923;-;999;-;13086;12370;-;717;-;7313;4034;0;0,00;926;784;1581;-4277;0
2024-04-09;22;20354;29787;20918;-;992;-;11227;10853;-;375;-;7877;4608;0;0,00;613;812;3319;-2549;0
2024-04-09;23;18753;30464;21064;-;1095;-;10266;10203;-;62;-;8305;5124;0;0,00;-650;692;3800;-2240;0
2024-04-09;24;17337;31022;21129;-;1058;-;8791;8791;-;0;-;8835;5670;0;74,00;-650;680;5662;-582;0
2024-04-10;1;16342;29620;21241;-;0;-;8556;8556;-;0;-;8379;5267;0;479,00;-885;916;5909;-512;0
2024-04-10;2;15694;28987;21201;-;0;-;8516;8516;-;0;-;7786;4751;0;479,00;-950;980;5924;-497;0
2024-04-10;3;15505;28994;21196;-;0;-;8506;8506;-;0;-;7798;4763;0;478,00;-950;980;6120;-306;0
2024-04-10;4;15442;28859;21196;-;0;-;8506;8506;-;0;-;7663;4606;0;477,00;-956;980;6043;-383;0
2024-04-10;5;15764;28771;21042;-;0;-;8383;8383;-;0;-;7729;4652;0;384,00;-893;923;5767;-664;0
2024-04-10;6;16895;28975;21050;-;68;-;8992;8992;-;0;-;7857;4729;0;37,00;-949;980;5154;-1277;0
2024-04-10;7;19082;29285;20818;-;680;-;10590;10416;-;174;-;7787;4294;282;0,00;-144;927;3910;-2222;0
2024-04-10;8;20625;30461;20778;-;903;-;11526;11259;-;267;-;8780;3941;1561;0,00;-582;953;3114;-2972;0
2024-04-10;9;21561;31522;20778;-;966;-;11816;11372;-;445;-;9778;4200;2318;0,00;-1131;992;2844;-3234;0
2024-04-10;10;21617;31426;20158;-;756;-;10752;10426;-;326;-;10512;4067;3204;8,00;-556;800;3826;-2229;0
2024-04-10;11;21334;31521;20100;-;579;-;10121;10003;-;118;-;10842;4041;3679;32,00;-151;580;4334;-1997;0
2024-04-10;12;21688;32580;20071;-;446;-;9381;9381;-;0;-;12063;4336;4662;89,00;-50;380;4897;-1494;0
2024-04-10;13;21668;33013;20071;-;154;-;8842;8842;-;0;-;12788;4270;5491;199,00;-50;380;5537;-914;0
2024-04-10;14;21375;32960;20061;-;43;-;8635;8635;-;0;-;12856;4155;5672;441,00;-50;380;5720;-726;0
2024-04-10;15;21280;32156;20073;-;294;-;9547;9547;-;0;-;11789;3814;4949;424,00;-56;380;5031;-1415;0
2024-04-10;16;21056;31553;20109;-;77;-;9885;9885;-;0;-;11367;3746;4512;408,00;-50;480;5637;-847;0
2024-04-10;17;20758;30179;19824;-;462;-;10558;10558;-;0;-;9893;3604;3123;410,00;58;580;5110;-1146;0
2024-04-10;18;20548;29596;20439;-;500;-;10887;10887;-;0;-;8657;3500;1859;167,00;346;803;6143;-1246;0
2024-04-10;19;21008;28757;20431;-;522;-;11248;11209;-;39;-;7804;3732;667;8,00;1190;894;5956;-1391;0
2024-04-10;20;22070;28395;20466;-;943;-;14717;14116;-;601;-;6986;3547;25;0,00;-649;994;2942;-4357;0
2024-04-10;21;22225;28046;20508;-;952;-;15055;14392;-;663;-;6586;3169;0;0,00;-450;994;2689;-4908;0
2024-04-10;22;20539;27354;20546;-;928;-;12771;12260;-;511;-;5880;2477;0;0,00;957;983;4725;-2779;0
2024-04-10;23;18798;26714;20606;-;821;-;10736;10641;-;94;-;5287;2028;0;0,00;1755;980;5124;-1885;0
2024-04-10;24;17379;26422;20731;-;830;-;9537;9509;-;28;-;4861;1615;0;0,00;1881;980;5174;-1515;0
2024-04-11;1;16318;25414;20622;-;0;-;9196;9196;-;0;-;4792;1590;0;0,00;1239;980;4144;-1860;0
2024-04-11;2;16076;25367;20627;-;48;-;9564;9564;-;0;-;4692;1489;0;0,00;803;980;3856;-2153;0
2024-04-11;3;15881;25539;20627;-;129;-;9595;9595;-;0;-;4783;1577;0;0,00;528;980;3865;-2079;0
2024-04-11;4;15682;25576;20635;-;0;-;9271;9271;-;0;-;4941;1736;0;0,00;477;980;4180;-1741;0
2024-04-11;5;16023;26167;20893;-;0;-;8949;8949;-;0;-;5274;2022;0;43,00;938;980;4848;-1492;0
2024-04-11;6;16859;26411;20922;-;0;-;9278;9278;-;0;-;5489;2217;0;43,00;1252;980;4571;-1777;0
2024-04-11;7;18792;27850;20980;-;687;-;11072;11033;-;39;-;6183;2450;323;43,00;694;994;2884;-3499;0
2024-04-11;8;20483;29875;20815;-;776;-;10429;10080;-;349;-;8284;2569;2161;0,00;775;994;3564;-2824;0
2024-04-11;9;21748;32256;21013;-;753;-;10980;10509;-;471;-;10490;2082;4941;0,00;-948;994;2991;-3505;0
2024-04-11;10;21817;32777;20326;-;619;-;9941;9851;-;90;-;11832;1294;7145;0,00;-947;977;3376;-2936;0
2024-04-11;11;20900;35054;20294;-;0;-;7316;7310;-;0;-;14760;2521;8979;262,00;-606;601;6285;0;0
2024-04-11;12;20800;36285;20302;-;0;-;7018;7018;-;0;-;15983;3531;9301;577,00;-497;-551;6003;0;0
2024-04-11;13;20793;36822;20262;-;0;-;7030;7030;-;0;-;16560;3852;9573;715,00;92;-562;6986;0;0
2024-04-11;14;20537;36871;20254;-;0;-;7042;7042;-;0;-;16617;3927;9574;661,00;53;-589;7280;0;0
2024-04-11;15;20499;35728;20262;-;0;-;7069;7069;-;0;-;15466;3835;8509;495,00;168;-511;6548;0;0
2024-04-11;16;20576;33667;20348;-;233;-;7421;7421;-;0;-;13086;3590;6287;132,00;-1050;580;4652;-1202;0
2024-04-11;17;20155;32143;20353;-;590;-;8877;8867;-;10;-;11200;3432;4500;0,00;-770;800;4623;-1479;0
2024-04-11;18;19906;31379;21063;-;698;-;9834;9756;-;78;-;9618;3049;3200;0,00;-666;980;5134;-1531;0
2024-04-11;19;21167;28843;20762;-;773;-;12349;11944;-;404;-;7308;2637;1130;0,00;386;996;4061;-3372;0
2024-04-11;20;22087;28096;20917;-;884;-;15465;14587;-;877;-;6295;2635;38;0,00;-711;996;1817;-5473;0
2024-04-11;21;22125;28557;21204;-;904;-;15165;14330;-;835;-;6449;2834;0;0,00;-499;996;2391;-5055;0
2024-04-11;22;20434;28699;21325;-;882;-;12206;11849;-;357;-;6492;2880;0;0,00;812;980;4837;-2732;0
2024-04-11;23;18775;28597;21367;-;904;-;10581;10464;-;118;-;6326;2833;0;0,00;871;980;5120;-2020;0
2024-04-11;24;17559;28637;21435;-;894;-;9799;9799;-;0;-;6308;2886;0;3,00;486;980;5226;-1641;0
2024-04-12;1;16249;28182;21582;-;68;-;9518;9518;-;0;-;6532;3178;0;17,00;-850;980;4631;-1939;0
2024-04-12;2;15648;28199;21707;-;0;-;9116;9116;-;0;-;6492;3188;0;22,00;-949;980;4845;-1636;0
2024-04-12;3;15474;28025;21707;-;0;-;9047;9047;-;0;-;6318;3016;0;22,00;-850;980;4945;-1536;0
2024-04-12;4;15518;27767;21707;-;0;-;9301;9301;-;0;-;6060;2759;0;17,00;-850;980;4647;-1834;0
2024-04-12;5;15937;27743;21712;-;55;-;9327;9327;-;0;-;5976;2677;0;11,00;-381;980;4649;-1837;0
2024-04-12;6;16974;27645;21712;-;101;-;9443;9443;-;0;-;5832;2509;0;6,00;758;980;4662;-1824;0
2024-04-12;7;19427;28685;21708;-;758;-;11705;11466;-;239;-;6219;2331;310;0,00;519;994;2684;-3798;0
2024-04-12;8;20871;30669;21708;-;800;-;11434;11168;-;266;-;8161;2234;2321;0,00;225;994;3154;-3534;0
2024-04-12;9;21734;32046;21703;-;729;-;10828;10743;-;85;-;9614;2100;3953;0,00;-175;994;3159;-3524;0
2024-04-12;10;21725;32826;21627;-;738;-;10889;10854;-;35;-;10461;1735;5268;0,00;-660;980;3326;-3243;0
2024-04-12;11;20903;33547;21561;-;346;-;9303;9293;-;10;-;11640;1715;6578;40,00;180;-150;4969;-1582;0
2024-04-12;12;21234;34008;21551;-;264;-;8899;8889;-;10;-;12193;1908;6971;95,00;1292;-1062;5216;-1325;0
2024-04-12;13;21046;34098;21431;-;78;-;8432;8422;-;10;-;12589;2336;7045;354,00;1451;-1021;5621;-725;0
2024-04-12;14;20533;34082;21471;-;10;-;8355;8345;-;10;-;12601;2742;6654;602,00;1392;-1062;5839;-497;0
2024-04-12;15;20105;34042;21471;-;10;-;8370;8360;-;10;-;12561;2832;6603;893,00;1493;-1062;6051;-285;0
2024-04-12;16;20283;33874;21509;-;404;-;8807;8797;-;10;-;11961;2937;5789;953,00;1393;-963;5341;-1018;0
2024-04-12;17;20511;32118;21394;-;547;-;9760;9750;-;10;-;10177;2711;4148;802,00;1459;-220;4490;-1934;0
2024-04-12;18;20410;30037;21398;-;478;-;9453;9443;-;10;-;8161;2135;2572;96,00;2019;986;5422;-1050;0
2024-04-12;19;20726;28660;21243;-;887;-;12179;11814;-;364;-;6530;2061;928;16,00;1062;996;3297;-3196;0
2024-04-12;20;21405;28153;21339;-;1280;-;14577;13804;-;773;-;5534;1902;36;0,00;233;996;1612;-5048;0
2024-04-12;21;21575;28335;21280;-;1298;-;14459;13676;-;782;-;5757;2168;0;0,00;316;996;1698;-4882;0
2024-04-12;22;19972;28734;21223;-;1244;-;12097;11624;-;474;-;6267;2712;0;0,00;715;996;3731;-3061;0
2024-04-12;23;18586;29095;21223;-;940;-;9719;9719;-;0;-;6932;3518;0;0,00;1002;983;4751;-1771;0
2024-04-12;24;17158;29589;21096;-;1061;-;8942;8942;-;0;-;7432;4054;0;0,00;-273;980;4327;-1677;0
2024-04-13;1;16307;28262;20358;-;243;-;8491;8405;-;86;-;7661;4409;0;0,00;-950;980;3851;-2003;0
2024-04-13;2;15670;28424;20581;-;0;-;7790;7790;-;0;-;7843;4562;0;0,00;-950;980;4280;-1380;0
2024-04-13;3;15346;27757;20416;-;0;-;7887;7887;-;0;-;7341;4057;0;0,00;-947;977;3938;-1722;0
2024-04-13;4;15307;27725;20421;-;106;-;8063;8058;-;5;-;7198;3912;0;0,00;-944;974;3844;-1821;0
2024-04-13;5;15209;27796;20482;-;317;-;8224;8143;-;81;-;6997;3710;0;0,00;-950;980;3876;-1789;0
2024-04-13;6;14989;27622;20480;-;166;-;7990;7959;-;31;-;6976;3640;0;0,00;-950;980;4023;-1619;0
2024-04-13;7;15760;28162;20470;-;461;-;8477;8257;-;219;-;7231;3598;262;0,00;-950;980;3686;-1947;0
2024-04-13;8;16896;29744;20479;-;510;-;8049;7697;-;352;-;8755;3648;1733;0,00;-802;832;4215;-1413;0
2024-04-13;9;18022;31001;20479;-;278;-;7702;7548;-;154;-;10244;3275;3600;0,00;-763;793;4381;-1247;0
2024-04-13;10;18551;33296;20545;-;324;-;6505;6477;-;28;-;12427;3558;5599;147,00;437;-422;4114;-651;0
2024-04-13;11;17914;34281;19777;-;225;-;6007;6007;-;0;-;14279;4141;7004;584,00;-108;-1062;4505;0;0
2024-04-13;12;17837;33960;19206;-;377;-;5477;5477;-;0;-;14377;4325;7014;620,00;-508;-1062;3673;-629;0
2024-04-13;13;17515;34971;19177;-;299;-;5431;5431;-;0;-;15495;4285;8187;513,00;-1508;-1062;4191;-92;0
2024-04-13;14;17142;34713;19212;-;358;-;5382;5382;-;0;-;15143;4448;7660;860,00;-1508;-1062;3900;-476;0
2024-04-13;15;16787;34549;19314;-;191;-;5406;5406;-;0;-;15044;4683;7327;906,00;-1508;-1062;4213;-251;0
2024-04-13;16;16498;33021;19416;-;204;-;5401;5401;-;0;-;13401;4514;5849;856,00;-208;-1062;4198;-261;0
2024-04-13;17;16975;32008;20490;-;213;-;6082;6082;-;0;-;11305;3827;4336;363,00;1087;-1062;3563;-896;0
2024-04-13;18;17381;29633;20155;-;607;-;8428;8075;-;353;-;8871;2844;2737;0,00;221;-284;2053;-2466;0
2024-04-13;19;17815;27886;20436;-;805;-;9100;8436;-;664;-;6645;2351;950;0,00;1136;916;2883;-2231;0
2024-04-13;20;19028;26760;20451;-;1045;-;10746;9885;-;861;-;5264;1748;46;0,00;2038;980;1769;-3568;0
2024-04-13;21;19445;26920;20456;-;1096;-;11709;10768;-;941;-;5368;1900;0;0,00;1362;980;944;-4540;0
2024-04-13;22;18254;26780;20523;-;1057;-;10675;10116;-;559;-;5200;1783;0;0,00;1317;980;1545;-3966;0
2024-04-13;23;16797;27539;20679;-;840;-;9037;8726;-;310;-;6020;2707;0;0,00;947;980;3214;-2307;0
2024-04-13;24;15149;28306;20701;-;789;-;7813;7609;-;204;-;6816;3511;0;0,00;254;265;3301;-1803;0
2024-04-14;1;14062;28647;20706;-;475;-;6432;6347;-;85;-;7466;4180;0;0,00;772;-742;2513;-1648;0
2024-04-14;2;13689;28846;20616;-;512;-;5860;5775;-;84;-;7718;4476;0;0,00;764;-734;2467;-1264;0
2024-04-14;3;12975;29375;20651;-;375;-;5080;5070;-;10;-;8349;5167;0;16,00;835;-804;3724;-7;0
2024-04-14;4;12937;30062;20686;-;191;-;5017;5017;-;0;-;9185;6012;0;32,00;900;-870;4571;0;0
2024-04-14;5;13228;30280;20725;-;236;-;5017;5017;-;0;-;9319;6293;0;48,00;755;-725;4399;0;0
2024-04-14;6;13078;30460;20828;-;0;-;5017;5017;-;0;-;9632;6621;1;95,00;323;-293;4804;0;0
2024-04-14;7;13656;31023;20823;-;248;-;4955;4955;-;0;-;9952;6637;284;95,00;-926;415;4000;0;0
2024-04-14;8;14515;32535;20813;-;225;-;4953;4953;-;0;-;11497;6911;1558;95,00;-1098;380;4468;0;0
2024-04-14;9;15383;33418;20586;-;253;-;4955;4955;-;0;-;12579;6455;3101;95,00;-810;111;4697;0;0
2024-04-14;10;16129;33639;20571;-;224;-;4970;4970;-;0;-;12844;6159;3624;95,00;-584;-344;3972;0;0
2024-04-14;11;16052;33828;20561;-;269;-;4989;4989;-;0;-;12998;5866;4108;295,00;-789;-714;3419;-277;0
2024-04-14;12;16197;34802;20556;-;358;-;5185;5185;-;0;-;13888;5738;5135;362,00;-1632;-1062;2900;-736;0
2024-04-14;13;16044;34558;20556;-;256;-;5041;5041;-;0;-;13746;5598;5142;730,00;-1010;-1060;3166;-471;0
2024-04-14;14;15264;33856;20551;-;157;-;5130;5130;-;0;-;13148;5543;4599;895,00;-1008;-1062;3178;-443;0
2024-04-14;15;15311;33650;20551;-;225;-;5114;5114;-;0;-;12874;5506;4353;753,00;-1029;-1062;2980;-641;0
2024-04-14;16;14787;33162;20556;-;68;-;5055;5055;-;0;-;12538;5579;3932;304,00;-1358;-1062;3293;-334;0
2024-04-14;17;15590;33073;20566;-;0;-;5028;5028;-;0;-;12507;6181;3279;117,00;-494;-1062;3518;-143;0
2024-04-14;18;16096;32410;20571;-;39;-;5141;5141;-;0;-;11800;6358;2364;80,00;-224;-20;3725;0;0
2024-04-14;19;16501;31452;20133;-;434;-;6216;6144;-;72;-;10885;6450;1198;6,00;-991;480;2642;-1054;0
2024-04-14;20;17588;30392;20013;-;832;-;7689;7164;-;526;-;9547;6097;58;0,00;-100;596;2672;-1621;0
2024-04-14;21;18197;29899;20023;-;1109;-;9339;8256;-;1083;-;8767;5372;0;0,00;-650;686;1680;-2894;0
2024-04-14;22;17503;29320;20028;-;1112;-;9897;8856;-;1042;-;8180;4800;0;0,00;-1429;800;1086;-3522;0
2024-04-14;23;16536;29453;20512;-;1274;-;9714;8916;-;799;-;7667;4355;0;0,00;-1776;880;1015;-3624;0
2024-04-14;24;15242;29208;20667;-;1221;-;8499;8276;-;223;-;7320;3943;0;0,00;-1500;880;1683;-3026;0
2024-04-15;1;14537;28010;20221;-;950;-;7876;7866;-;10;-;6839;3504;0;94,00;-1111;980;2663;-2228;0
2024-04-15;2;14299;26556;19650;-;455;-;8226;8226;-;0;-;6451;3015;0;419,00;-950;980;3164;-1924;0
2024-04-15;3;14622;25850;19598;-;442;-;9168;9168;-;0;-;5810;2374;0;437,00;-950;980;3037;-2693;0
2024-04-15;4;14360;25552;19585;-;658;-;9459;9459;-;0;-;5309;1866;0;439,00;-950;980;2921;-2818;0
2024-04-15;5;14597;25424;19655;-;274;-;9366;9366;-;0;-;5495;2045;0;297,00;-949;980;3639;-2244;0
2024-04-15;6;15552;25126;19655;-;39;-;9895;9895;-;0;-;5432;1971;1;251,00;-436;980;4216;-1779;0
2024-04-15;7;18552;25886;19606;-;609;-;12506;12487;-;19;-;5671;1936;202;6,00;-131;670;3290;-3672;0
2024-04-15;8;20640;26901;19536;-;748;-;14774;14107;-;668;-;6617;2088;879;0,00;-1036;228;2300;-4894;0
2024-04-15;9;21735;27617;19685;-;741;-;15023;14479;-;544;-;7191;1545;1989;0,00;-898;328;2077;-5114;0
2024-04-15;10;21834;28001;19490;-;304;-;12718;12718;-;0;-;8207;1262;3456;8,00;26;936;4087;-3505;0
2024-04-15;11;21554;29296;19601;-;0;-;11606;11606;-;0;-;9695;1127;5159;248,00;-451;980;5443;-2298;0
2024-04-15;12;21826;30617;19716;-;0;-;11084;11084;-;0;-;10901;1061;6423;250,00;-881;980;6141;-1602;0
2024-04-15;13;21902;30491;19295;-;0;-;10569;10569;-;0;-;11196;1101;6703;250,00;-580;970;6274;-1411;0
2024-04-15;14;21524;30283;19397;-;0;-;10474;10474;-;0;-;10886;1032;6476;249,00;-676;980;6358;-1429;0
2024-04-15;15;21396;29449;19512;-;0;-;9987;9987;-;0;-;9937;838;5710;249,00;868;939;7155;-627;0
2024-04-15;16;21306;28898;19912;-;0;-;10162;10162;-;0;-;8986;777;4812;249,00;1489;980;7209;-825;0
2024-04-15;17;21534;27699;19952;-;0;-;11776;11776;-;0;-;7747;656;3557;249,00;1210;980;5503;-2586;0
2024-04-15;18;21477;26719;20475;-;30;-;13395;13395;-;0;-;6214;601;2038;185,00;1146;980;4563;-3526;0
2024-04-15;19;21811;26434;20406;-;800;-;14728;14613;-;115;-;5228;672;847;49,00;1127;753;3127;-5012;0
2024-04-15;20;22437;26633;20391;-;1352;-;16205;15316;-;889;-;4890;1125;48;0,00;718;646;2461;-5639;0
2024-04-15;21;22323;27141;20230;-;1306;-;15297;14382;-;915;-;5605;1856;0;0,00;784;596;2569;-5346;0
2024-04-15;22;20428;27692;20154;-;1302;-;12426;11884;-;542;-;6236;2463;0;0,00;1134;749;3606;-3602;0
2024-04-15;23;18567;27784;20112;-;1338;-;10762;10643;-;118;-;6334;2770;0;0,00;630;840;4330;-2685;0
2024-04-15;24;17200;28049;20444;-;1097;-;9443;9258;-;185;-;6508;2996;0;0,00;549;737;5613;-1205;0
2024-04-16;1;16213;28777;21176;-;536;-;8820;8668;-;152;-;7065;3499;0;0,00;52;-22;4788;-1561;0
2024-04-16;2;16432;28606;20889;-;551;-;8894;8880;-;14;-;7166;3574;0;0,00;20;10;3828;-2317;0
2024-04-16;3;15637;28073;20860;-;437;-;8913;8913;-;0;-;6776;3173;0;0,00;74;-44;4123;-2022;0
2024-04-16;4;15428;28097;20938;-;270;-;8926;8926;-;0;-;6889;3291;0;433,00;146;-116;4013;-2132;0
2024-04-16;5;15933;29215;21037;-;203;-;8421;8421;-;0;-;7975;4392;0;552,00;119;-89;4489;-1661;0
2024-04-16;6;16591;29762;21035;-;0;-;8159;8159;-;0;-;8727;5118;1;293,00;192;-162;4890;-1258;0
